type_projet,surface_m2,budget,localisation,categorie_produit,type_produit,marque,prix_unitaire,qualite,popularite,quantite,prix_total,score_global
maison,250,217999,Sfax,electricite,cable,Legrand,10.93,4,61,291,3180.63,97.21
renovation,457,213760,Kairouan,revetement,carrelage,LocalCarrel,52.14,4,52,328,17101.92,90.39
maison,488,300000,Mahdia,etancheite,membrane_etanche,Sika,47.71,4,60,391,18654.61,93.23
maison,322,181218,Ben Arous,peinture,enduit,LocalEnduit,52.07,5,56,47,2447.29,100.0
maison,124,92326,Tozeur,etancheite,hydrofuge,Sika,28.86,4,84,2,57.72,100.0
maison,135,61436,Nabeul,plomberie,siphon,Geberit,21.29,4,68,7,149.03,98.27
renovation,394,126935,Mahdia,plomberie,robinet,IdealStandard,138.17,3,35,5,690.85,56.68
renovation,300,173120,Sidi Bouzid,maconnerie,parpaing,Sibline,3.6,5,57,712,2563.2,100.0
renovation,236,118112,Medenine,quincaillerie,vis,Fischer,0.91,4,71,128,116.48,100.0
renovation,57,20000,Tozeur,quincaillerie,clou,Fischer,0.09,2,70,112,10.08,60.99
immeuble,305,300000,Tozeur,maconnerie,brique,BriqueLocal,0.97,4,58,4307,4177.79,97.3
renovation,350,123306,Sfax,electricite,prise,Schneider,19.64,4,66,110,2160.4,97.84
maison,451,297524,Zaghouan,revetement,carrelage,SOTEMAIL,52.62,4,66,526,27678.12,94.54
renovation,331,123443,Jendouba,etancheite,bitume,Sika,65.93,4,66,6,395.58,93.21
maison,283,177653,Mahdia,menuiserie,porte,LocalWood,670.33,3,39,10,6703.3,4.67
immeuble,344,300000,Sousse,revetement,carrelage,LocalCarrel,28.16,4,68,260,7321.6,97.58
immeuble,278,300000,Monastir,maconnerie,brique,SOTEMAIL,0.77,5,74,3986,3069.22,100.0
immeuble,221,238635,Tataouine,plomberie,raccord,LocalPlomb,10.05,3,53,8,80.4,74.9
renovation,255,151613,Kasserine,quincaillerie,clou,LocalClou,0.21,4,55,445,93.45,96.48
maison,186,139313,Siliana,peinture,enduit,Sika,24.56,4,73,25,614.0,99.44
immeuble,54,55996,Beja,electricite,disjoncteur,Legrand,91.12,5,68,3,273.36,100.0
renovation,295,148714,Manouba,maconnerie,parpaing,LocalBlock,1.9,3,58,488,927.2,77.21
renovation,476,239664,Kasserine,quincaillerie,cheville,LocalChev,0.28,5,76,522,146.16,100.0
maison,149,79649,Jendouba,peinture,peinture_murale,LocalPaint,67.91,2,51,26,1765.66,48.51
renovation,72,20000,Tozeur,maconnerie,brique,BriqueLocal,0.76,2,47,1049,797.24,54.02
renovation,333,81587,Manouba,quincaillerie,cheville,Fischer,1.58,4,77,342,540.36,100.0
renovation,304,133090,Kasserine,maconnerie,parpaing,ParpaingPro,3.57,3,36,889,3173.73,70.44
renovation,362,261945,Kairouan,electricite,interrupteur,LocalElec,7.13,3,49,96,684.48,73.99
maison,360,252743,Gabes,peinture,enduit,Sika,51.71,4,75,51,2637.21,97.33
renovation,412,255693,Mahdia,menuiserie,fenetre,AluminiumPro,855.79,4,49,17,14548.43,9.12
immeuble,302,300000,Gabes,menuiserie,porte,MenuiserieTunis,231.32,5,75,11,2544.52,99.37
maison,91,67067,Ariana,maconnerie,parpaing,ParpaingPro,3.69,4,55,201,741.69,96.13
immeuble,376,264808,Medenine,quincaillerie,boulon,LocalBoul,2.37,5,69,154,364.98,100.0
maison,444,300000,Ben Arous,electricite,disjoncteur,Siemens,89.1,4,39,2,178.2,82.79
renovation,172,93555,Gafsa,maconnerie,brique,BriqueTunis,1.08,4,47,1807,1951.56,93.99
maison,266,179793,Tozeur,menuiserie,aluminium,AluTunis,221.78,3,46,35,7762.3,51.62
renovation,246,129457,Tozeur,maconnerie,sable,Sibline,53.99,4,59,42,2267.58,92.3
immeuble,97,124334,Tunis,etancheite,bitume,LocalBitume,55.94,3,38,5,279.7,65.81
maison,387,176754,Medenine,quincaillerie,boulon,LocalBoul,3.66,4,53,256,936.96,95.53
renovation,58,24756,Ariana,peinture,peinture_murale,Jotun,182.89,3,36,11,2011.79,52.51
immeuble,107,175654,Gabes,electricite,cable,Legrand,7.93,4,69,164,1300.52,99.91
immeuble,237,175163,Kasserine,peinture,vernis,Jotun,46.19,4,77,31,1431.89,98.48
renovation,131,68580,Bizerte,etancheite,hydrofuge,LocalHyd,40.87,2,25,4,163.48,43.41
renovation,98,70885,Sidi Bouzid,electricite,prise,LocalElec,18.8,2,39,17,319.6,49.82
maison,50,25595,Zaghouan,maconnerie,ciment,LocalCement,13.25,2,42,16,212.0,51.28
maison,180,123947,Bizerte,etancheite,silicone,LocalSil,19.72,3,49,4,78.88,72.73
renovation,121,51878,Sfax,quincaillerie,boulon,Fischer,2.8,5,96,76,212.8,100.0
immeuble,94,118092,Ben Arous,maconnerie,sable,CarriereTunis,33.54,3,61,17,570.18,74.95
maison,100,62138,Tataouine,plomberie,siphon,LocalPlomb,23.86,3,45,3,71.58,71.11
maison,212,155587,Ben Arous,plomberie,raccord,LocalPlomb,36.41,4,59,9,327.69,94.06
maison,197,99502,Beja,peinture,enduit,Sika,49.59,5,82,11,545.49,100.0
maison,315,208003,Kairouan,plomberie,tuyau,Pipelife,12.89,4,65,222,2861.58,98.21
maison,249,101835,Jendouba,peinture,pinceau,PaintPro,13.48,4,68,7,94.36,99.05
maison,340,140817,Nabeul,quincaillerie,cheville,Rawlplug,0.53,3,48,272,144.16,74.35
renovation,391,251808,Sidi Bouzid,electricite,prise,Schneider,25.2,4,54,68,1713.6,93.68
maison,248,107260,Gabes,quincaillerie,boulon,Fischer,5.4,4,65,169,912.6,98.96
renovation,178,57639,Tataouine,maconnerie,sable,CarriereTunis,26.93,3,50,49,1319.57,72.31
immeuble,64,69673,Kef,plomberie,raccord,Pipelife,24.14,3,48,9,217.26,71.99
renovation,121,55252,Medenine,etancheite,membrane_etanche,Sika,51.16,5,65,99,5064.84,100.0
renovation,228,139076,Ariana,electricite,prise,LocalElec,14.41,2,43,67,965.47,51.46
renovation,271,160378,Beja,plomberie,siphon,Wirquin,38.46,4,46,5,192.3,89.95
renovation,215,111071,Kef,quincaillerie,boulon,Rawlplug,0.98,3,70,100,98.0,80.9
renovation,398,300000,Mahdia,quincaillerie,cheville,Fischer,1.05,5,72,359,376.95,100.0
maison,63,47651,Tataouine,maconnerie,parpaing,ParpaingPro,2.39,2,37,165,394.35,50.86
maison,167,115872,Tunis,etancheite,bitume,LocalBitume,31.49,3,67,6,188.94,76.95
renovation,339,196019,Mahdia,isolation,laine_verre,LocalIso,23.33,3,57,255,5949.15,74.77
renovation,149,58180,Jendouba,plomberie,siphon,LocalPlomb,7.55,3,65,3,22.65,78.74
renovation,192,45592,Mahdia,maconnerie,ciment,Holcim,23.59,3,38,107,2524.13,69.04
immeuble,498,300000,Nabeul,plomberie,raccord,LocalPlomb,14.85,4,74,3,44.55,100.0
maison,466,300000,Bizerte,etancheite,silicone,Bostik,5.58,4,63,4,22.32,98.34
immeuble,408,300000,Zaghouan,etancheite,membrane_etanche,LocalMemb,40.11,3,49,358,14359.38,70.69
renovation,129,68461,Ariana,peinture,peinture_murale,Jotun,74.81,4,88,22,1645.82,98.92
maison,93,79728,Jendouba,plomberie,tuyau,Pipelife,8.15,3,51,41,334.15,74.48
maison,126,106937,Tataouine,maconnerie,parpaing,Sibline,2.41,3,65,227,547.07,79.26
maison,224,121729,Ariana,etancheite,silicone,Bostik,6.98,3,53,2,13.96,75.2
renovation,191,44064,Kasserine,peinture,vernis,LocalVernis,59.65,2,29,21,1252.65,42.74
renovation,288,125654,Ben Arous,electricite,tableau_electrique,Hager,254.79,4,41,2,509.58,66.82
maison,119,69593,Tozeur,quincaillerie,vis,Fischer,0.74,5,81,194,143.56,100.0
maison,499,244509,Ben Arous,plomberie,robinet,IdealStandard,135.11,4,60,2,270.22,84.49
immeuble,234,235396,Ben Arous,plomberie,robinet,LocalRobi,111.17,4,56,3,333.51,85.68
maison,468,300000,Beja,peinture,enduit,LocalEnduit,49.21,4,63,65,3198.65,93.98
immeuble,245,182407,Medenine,plomberie,robinet,LocalRobi,94.47,5,64,2,188.94,100.0
renovation,126,65257,Kasserine,peinture,enduit,LocalEnduit,58.37,3,41,11,642.07,66.46
immeuble,89,61474,Beja,electricite,cable,Legrand,2.5,5,92,134,335.0,100.0
maison,423,237510,Tunis,revetement,faience,SOTEMAIL,100.2,4,51,403,40380.6,85.28
maison,384,300000,Monastir,maconnerie,parpaing,ParpaingPro,2.8,4,71,994,2783.2,100.0
renovation,232,79805,Bizerte,quincaillerie,cheville,Rawlplug,0.51,4,57,252,128.52,97.05
maison,316,221099,Tozeur,electricite,tableau_electrique,Hager,90.02,5,84,3,270.06,100.0
immeuble,400,300000,Ben Arous,menuiserie,porte,MenuiserieTunis,519.18,5,75,9,4672.62,70.58
maison,61,32361,Nabeul,maconnerie,gravier,LocalStone,36.34,2,50,17,617.78,51.37
renovation,114,61843,Jendouba,quincaillerie,cheville,LocalChev,0.76,2,36,171,129.96,50.72
immeuble,333,280873,Kebili,electricite,interrupteur,LocalElec,13.07,4,68,62,810.34,99.09
immeuble,148,129544,Kairouan,quincaillerie,cheville,LocalChev,1.18,3,45,204,240.72,73.38
renovation,156,72447,Kebili,etancheite,bitume,LocalBitume,32.67,3,52,5,163.35,72.33
immeuble,280,300000,Tozeur,peinture,pinceau,PaintPro,11.78,3,47,2,23.56,72.92
immeuble,346,264918,Sfax,maconnerie,gravier,LocalStone,34.02,4,63,76,2585.52,95.5
renovation,418,280432,Kef,peinture,enduit,Weber,48.57,3,46,59,2865.63,68.94
renovation,92,35794,Jendouba,quincaillerie,vis,LocalVis,0.4,3,52,146,58.4,75.56
immeuble,425,300000,Monastir,menuiserie,porte,LocalWood,305.4,4,73,20,6108.0,71.36
renovation,289,203821,Beja,quincaillerie,clou,Rawlplug,0.21,4,56,504,105.84,96.78
maison,423,263060,Gabes,quincaillerie,cheville,LocalChev,0.89,4,65,315,280.35,99.41
maison,152,73820,Sousse,electricite,interrupteur,Legrand,22.38,5,79,27,604.26,100.0
maison,439,300000,Jendouba,menuiserie,porte,MenuiserieTunis,639.09,4,62,17,10864.53,34.69
immeuble,203,217762,Nabeul,peinture,peinture_murale,Jotun,139.08,4,61,19,2642.52,84.39
immeuble,169,143592,Gafsa,quincaillerie,cheville,Fischer,1.45,4,64,87,126.15,99.06
immeuble,281,300000,Manouba,isolation,mousse_isolante,LocalMousse,37.42,5,76,79,2956.18,100.0
maison,434,294943,Kairouan,maconnerie,ciment,Holcim,18.11,3,46,137,2481.07,71.99
renovation,397,224798,Ben Arous,isolation,laine_roche,LocalIso,34.42,5,65,338,11633.96,100.0
maison,68,36771,Gafsa,peinture,peinture_murale,LocalPaint,78.54,3,46,7,549.78,65.95
immeuble,241,253865,Gafsa,peinture,rouleau,OutilTunis,16.18,4,68,5,80.9,98.78
immeuble,474,300000,Ben Arous,isolation,polystyrene,Styrodur,36.12,5,68,349,12605.88,100.0
renovation,109,80506,Sfax,plomberie,chauffe_eau,LocalChauf,793.57,3,57,2,1587.14,0.0
renovation,390,125332,Jendouba,etancheite,membrane_etanche,LocalMemb,30.25,2,49,370,11192.5,51.68
maison,88,76408,Manouba,electricite,interrupteur,LocalElec,10.08,2,42,16,161.28,51.59
maison,169,127117,Beja,plomberie,tuyau,LocalPlomb,11.98,3,54,123,1473.54,75.0
maison,446,300000,Sousse,etancheite,silicone,Sika,12.05,5,84,5,60.25,100.0
maison,212,184308,Zaghouan,peinture,vernis,Jotun,35.6,4,75,28,996.8,98.94
immeuble,110,95184,Bizerte,quincaillerie,clou,LocalClou,0.29,3,49,160,46.4,74.67
renovation,420,203568,Tunis,peinture,rouleau,LocalTool,14.0,4,71,5,70.0,99.9
maison,52,31962,Nabeul,quincaillerie,clou,LocalClou,0.34,2,40,102,34.68,51.97
renovation,471,300000,Kebili,menuiserie,bois,MenuiserieTunis,204.0,4,49,67,13668.0,74.3
immeuble,366,300000,Gafsa,peinture,vernis,Ripolin,63.76,4,50,34,2167.84,88.62
immeuble,107,79855,Tunis,quincaillerie,boulon,Rawlplug,3.18,3,42,37,117.66,72.28
renovation,105,65955,Zaghouan,plomberie,raccord,LocalPlomb,14.12,2,38,8,112.96,49.99
immeuble,462,300000,Tataouine,quincaillerie,cheville,LocalChev,0.47,3,51,348,163.56,75.25
renovation,398,163486,Kebili,maconnerie,brique,BriqueLocal,0.84,4,49,5296,4448.64,94.62
maison,490,300000,Kasserine,menuiserie,serrure,Abus,95.88,4,50,4,383.52,85.41
renovation,149,75696,Sidi Bouzid,maconnerie,gravier,LocalStone,48.12,3,52,17,818.04,70.79
maison,431,281263,Sfax,electricite,interrupteur,Schneider,9.11,4,71,104,947.44,100.0
renovation,216,134961,Sidi Bouzid,plomberie,robinet,Grohe,97.32,5,85,2,194.64,100.0
renovation,220,143603,Sfax,quincaillerie,vis,Fischer,0.74,5,76,401,296.74,100.0
renovation,322,179131,Gafsa,plomberie,chauffe_eau,Atlantic,514.44,5,69,2,1028.88,69.26
immeuble,359,300000,Sousse,peinture,rouleau,LocalTool,19.07,4,51,5,95.35,93.39
renovation,161,84829,Sidi Bouzid,quincaillerie,boulon,LocalBoul,0.93,2,62,83,77.19,58.51
renovation,349,106396,Sfax,maconnerie,brique,BriqueLocal,0.66,2,38,4078,2691.48,51.33
renovation,302,97011,Gafsa,etancheite,bitume,Sika,46.25,4,65,6,277.5,94.88
maison,454,300000,Ariana,revetement,joint,Weber,5.72,5,89,24,137.28,100.0
maison,430,264965,Ariana,peinture,vernis,LocalVernis,46.04,4,51,51,2348.04,90.7
immeuble,224,212941,Medenine,quincaillerie,boulon,Rawlplug,1.52,4,64,103,156.56,99.05
maison,165,97366,Tataouine,plomberie,tuyau,Pipelife,9.68,4,70,89,861.52,100.0
maison,372,283013,Sfax,isolation,mousse_isolante,Knauf,43.88,4,56,85,3729.8,92.41
maison,176,79724,Siliana,plomberie,raccord,GF,5.16,3,59,3,15.48,77.18
maison,213,138593,Kebili,quincaillerie,vis,Rawlplug,0.87,3,42,130,113.1,72.51
maison,92,80524,Kef,peinture,peinture_murale,Jotun,148.03,4,65,13,1924.39,84.7
renovation,187,92444,Medenine,electricite,tableau_electrique,Schneider,189.9,4,64,3,569.7,80.21
maison,451,201701,Sfax,quincaillerie,vis,Rawlplug,0.18,4,71,523,94.14,100.0
renovation,321,74764,Manouba,peinture,rouleau,PaintPro,10.4,3,64,4,41.6,78.16
renovation,367,136770,Ariana,quincaillerie,vis,Fischer,0.27,4,76,641,173.07,100.0
maison,348,262723,Tunis,menuiserie,porte,LocalWood,349.99,4,59,10,3499.9,62.7
immeuble,72,52178,Sousse,plomberie,tuyau,LocalPlomb,7.09,2,52,36,255.24,54.89
immeuble,251,229090,Sousse,isolation,laine_roche,Knauf,25.75,3,45,247,6360.25,70.92
immeuble,271,292278,Manouba,plomberie,raccord,GF,10.85,4,74,9,97.65,100.0
maison,360,300000,Kebili,isolation,mousse_isolante,Sika,38.82,4,67,93,3610.26,96.22
maison,481,300000,Ariana,electricite,prise,Legrand,14.76,4,73,74,1092.24,100.0
immeuble,92,80001,Tozeur,plomberie,tuyau,Pipelife,12.79,3,44,39,498.81,71.92
maison,465,272810,Tataouine,isolation,laine_roche,LocalIso,30.96,3,41,350,10836.0,69.2
renovation,311,146307,Sousse,quincaillerie,cheville,Fischer,1.18,4,68,394,464.92,100.0
renovation,279,75462,Medenine,peinture,pinceau,OutilTunis,13.14,3,61,7,91.98,76.99
immeuble,347,300000,Ben Arous,plomberie,raccord,LocalPlomb,25.83,4,50,8,206.64,92.42
immeuble,474,300000,Kef,electricite,cable,Nexans,3.87,3,49,533,2062.71,74.31
renovation,407,144113,Kairouan,quincaillerie,boulon,Rawlplug,1.62,4,66,113,183.06,99.64
renovation,387,219013,Sousse,plomberie,robinet,LocalRobi,82.38,4,68,3,247.14,92.16
renovation,360,187291,Jendouba,quincaillerie,cheville,Fischer,1.24,5,62,313,388.12,100.0
maison,309,266553,Tozeur,quincaillerie,boulon,LocalBoul,4.37,5,65,244,1066.28,100.0
renovation,172,71227,Monastir,electricite,interrupteur,Legrand,15.5,4,57,44,682.0,95.55
maison,90,45502,Tunis,maconnerie,ciment,LocalCement,20.79,2,37,50,1039.5,49.02
renovation,469,222994,Manouba,electricite,cable,Nexans,8.78,4,60,438,3845.64,97.12
renovation,182,134731,Ben Arous,electricite,interrupteur,Schneider,16.79,5,86,36,604.44,100.0
immeuble,309,276066,Ariana,etancheite,silicone,LocalSil,21.25,3,35,6,127.5,68.38
renovation,405,223150,Beja,maconnerie,gravier,GraviereTunis,31.55,5,84,83,2618.65,100.0
immeuble,439,300000,Mahdia,isolation,laine_roche,Rockwool,45.6,5,54,264,12038.4,100.0
renovation,460,144137,Sidi Bouzid,maconnerie,brique,BriqueLocal,0.55,2,52,4878,2682.9,55.54
maison,420,286160,Gafsa,peinture,enduit,Weber,54.98,4,58,24,1319.52,91.9
immeuble,379,300000,Nabeul,quincaillerie,vis,Fischer,0.12,5,87,412,49.44,100.0
immeuble,63,68463,Sousse,plomberie,tuyau,GF,17.2,3,39,32,550.4,69.98
maison,59,38995,Ben Arous,quincaillerie,cheville,LocalChev,1.43,2,21,29,41.47,46.16
immeuble,329,269972,Kef,maconnerie,parpaing,ParpaingPro,2.14,4,77,560,1198.4,100.0
immeuble,248,282871,Siliana,menuiserie,fenetre,LocalAlu,763.99,4,57,14,10695.86,20.7
immeuble,213,275071,Ariana,peinture,vernis,LocalVernis,60.65,5,63,20,1213.0,100.0
renovation,336,155407,Gafsa,isolation,laine_verre,LocalIso,19.06,4,71,214,4078.84,99.39
renovation,419,179920,Kebili,quincaillerie,clou,Fischer,0.25,4,81,591,147.75,100.0
maison,473,276354,Manouba,quincaillerie,cheville,Rawlplug,1.2,4,49,241,289.2,94.58
maison,485,300000,Mahdia,isolation,mousse_isolante,LocalMousse,45.02,4,62,113,5087.26,94.1
immeuble,453,300000,Bizerte,peinture,peinture_murale,Ripolin,145.45,4,50,70,10181.5,80.46
immeuble,154,111363,Manouba,maconnerie,gravier,LocalStone,59.07,2,39,29,1713.03,45.79
maison,292,223053,Tozeur,peinture,vernis,LocalVernis,27.45,4,78,40,1098.0,100.0
immeuble,89,65937,Monastir,peinture,vernis,LocalVernis,50.66,2,47,7,354.62,49.03
immeuble,326,300000,Gabes,maconnerie,parpaing,ParpaingPro,4.19,4,49,620,2597.8,94.28
renovation,328,195414,Gafsa,menuiserie,aluminium,LocalAlu,210.36,3,44,39,8204.04,52.16
renovation,351,260087,Tataouine,etancheite,hydrofuge,LocalHyd,47.12,5,55,2,94.24,100.0
maison,357,300000,Kebili,quincaillerie,cheville,Fischer,0.26,4,74,474,123.24,100.0
renovation,441,138188,Sidi Bouzid,plomberie,tuyau,Pipelife,17.02,3,42,307,5225.14,70.9
immeuble,154,244609,Medenine,isolation,laine_roche,LocalIso,22.35,4,64,130,2905.5,96.96
renovation,152,69045,Gabes,quincaillerie,cheville,Rawlplug,1.09,3,47,169,184.21,73.99
maison,219,157685,Manouba,plomberie,chauffe_eau,LocalChauf,875.94,4,56,1,875.94,9.21
renovation,385,286563,Tozeur,plomberie,robinet,LocalRobi,92.69,5,76,4,370.76,100.0
maison,333,295701,Sousse,etancheite,silicone,Bostik,25.19,4,46,6,151.14,91.28
immeuble,377,300000,Gafsa,peinture,pinceau,OutilTunis,19.09,4,63,3,57.27,96.99
renovation,253,121249,Sidi Bouzid,maconnerie,ciment,LocalCement,14.58,2,39,131,1909.98,50.24
immeuble,405,300000,Sidi Bouzid,peinture,peinture_murale,Jotun,162.93,5,61,41,6680.13,100.0
maison,356,261496,Tunis,revetement,faience,LocalFaien,85.3,5,69,358,30537.4,100.0
maison,465,297655,Medenine,maconnerie,sable,Sibline,36.7,5,65,123,4514.1,100.0
maison,371,178827,Medenine,revetement,gres,LocalGres,27.51,5,70,421,11581.71,100.0
renovation,383,196728,Sousse,electricite,tableau_electrique,Schneider,80.48,4,82,1,80.48,96.55
maison,369,245774,Ariana,etancheite,hydrofuge,Sika,51.38,5,62,2,102.76,100.0
immeuble,416,300000,Sidi Bouzid,etancheite,bitume,Bostik,21.58,5,77,3,64.74,100.0
immeuble,305,253400,Kasserine,electricite,disjoncteur,Legrand,55.31,5,80,2,110.62,100.0
immeuble,220,169064,Kebili,plomberie,chauffe_eau,Ariston,365.16,4,66,2,730.32,63.28
maison,300,147438,Beja,plomberie,chauffe_eau,LocalChauf,699.99,3,58,1,699.99,7.4
immeuble,438,300000,Tataouine,peinture,pinceau,LocalTool,21.12,3,47,6,126.72,71.99
maison,487,300000,Gabes,maconnerie,sable,LocalSand,26.8,3,57,126,3376.8,74.42
maison,364,160566,Siliana,menuiserie,bois,MenuiserieTunis,97.44,5,73,48,4677.12,100.0
renovation,431,164354,Jendouba,quincaillerie,clou,LocalClou,0.48,4,63,308,147.84,98.85
renovation,434,243647,Monastir,quincaillerie,boulon,Rawlplug,3.22,5,75,321,1033.62,100.0
immeuble,171,134525,Jendouba,maconnerie,gravier,GraviereTunis,57.99,3,44,29,1681.71,67.4
maison,96,40900,Kef,quincaillerie,clou,LocalClou,0.38,2,44,95,36.1,53.16
maison,163,121815,Tozeur,plomberie,siphon,LocalPlomb,23.43,3,36,6,140.58,68.46
maison,156,73142,Siliana,electricite,disjoncteur,Schneider,59.48,4,61,1,59.48,92.35
maison,244,152865,Tozeur,peinture,peinture_murale,Ripolin,62.59,4,73,35,2190.65,95.64
maison,368,245490,Sousse,revetement,faience,LocalFaien,33.34,4,64,417,13902.78,95.87
renovation,229,113329,Tataouine,maconnerie,ciment,LocalCement,23.54,3,35,73,1718.42,68.15
immeuble,234,300000,Gafsa,plomberie,siphon,LocalPlomb,18.2,4,66,6,109.2,97.98
renovation,488,219282,Sousse,revetement,colle_carrelage,Weber,25.13,4,62,55,1382.15,96.09
immeuble,136,98769,Bizerte,peinture,rouleau,PaintPro,22.68,3,43,5,113.4,70.63
immeuble,122,94364,Siliana,etancheite,bitume,Bostik,44.63,3,41,4,178.52,67.84
immeuble,75,69988,Nabeul,etancheite,membrane_etanche,Sika,32.43,5,83,45,1459.35,100.0
renovation,389,123260,Bizerte,peinture,rouleau,LocalTool,21.15,2,34,4,84.6,48.08
renovation,229,108291,Gafsa,peinture,vernis,Jotun,63.62,5,90,30,1908.6,100.0
renovation,388,162464,Tunis,etancheite,membrane_etanche,Bostik,25.79,5,83,364,9387.56,100.0
renovation,193,122389,Siliana,peinture,rouleau,OutilTunis,15.79,3,57,2,31.58,75.52
immeuble,371,300000,Zaghouan,etancheite,bitume,Sika,40.78,5,85,3,122.34,100.0
renovation,326,103514,Nabeul,plomberie,siphon,Wirquin,10.04,3,64,4,40.16,78.2
immeuble,67,42905,Kairouan,peinture,pinceau,LocalTool,5.6,2,40,2,11.2,51.44
immeuble,93,109892,Ariana,plomberie,tuyau,GF,15.69,4,46,73,1145.37,92.23
immeuble,478,300000,Sidi Bouzid,maconnerie,sable,Sibline,60.68,4,59,97,5885.96,91.63
renovation,214,155281,Bizerte,electricite,cable,Nexans,3.83,3,61,213,815.79,77.92
immeuble,389,294989,Sousse,isolation,mousse_isolante,Sika,47.48,4,63,61,2896.28,94.15
maison,388,220982,Kasserine,etancheite,membrane_etanche,Sika,57.21,4,60,255,14588.55,92.28
maison,273,214500,Beja,plomberie,siphon,Geberit,19.9,4,65,5,99.5,97.51
immeuble,149,106829,Gafsa,quincaillerie,cheville,Fischer,0.73,4,70,150,109.5,100.0
immeuble,365,300000,Kairouan,isolation,polystyrene,Isover,10.68,5,77,277,2958.36,100.0
renovation,425,252330,Ben Arous,peinture,rouleau,OutilTunis,17.17,4,48,5,85.85,92.68
renovation,133,59351,Tataouine,plomberie,siphon,Geberit,23.61,4,65,5,118.05,97.14
immeuble,231,298862,Sfax,revetement,faience,LocalFaien,68.87,4,52,260,17906.2,88.71
maison,301,227063,Manouba,plomberie,robinet,Grohe,52.16,5,98,2,104.32,100.0
immeuble,79,93710,Beja,electricite,disjoncteur,Schneider,44.74,4,64,3,134.22,94.73
immeuble,320,300000,Gabes,etancheite,hydrofuge,Sika,50.63,5,67,4,202.52,100.0
maison,273,127215,Monastir,maconnerie,brique,SOTEMAIL,0.98,4,56,2970,2910.6,96.7
maison,429,220935,Bizerte,etancheite,membrane_etanche,LocalMemb,22.07,3,65,395,8717.65,77.29
immeuble,196,145605,Kasserine,electricite,prise,LocalElec,12.98,3,55,47,610.06,75.2
maison,136,115900,Kairouan,electricite,interrupteur,Legrand,20.27,4,61,31,628.37,96.27
renovation,458,275418,Medenine,quincaillerie,cheville,LocalChev,1.21,5,64,445,538.45,100.0
renovation,467,161517,Sidi Bouzid,revetement,faience,FaiencePro,33.09,5,85,327,10820.43,100.0
renovation,382,188527,Sousse,quincaillerie,vis,Fischer,0.59,4,68,336,198.24,100.0
maison,128,89368,Monastir,plomberie,siphon,Wirquin,38.88,4,45,6,233.28,89.61
renovation,477,300000,Ben Arous,electricite,cable,LocalCable,6.78,5,78,910,6169.8,100.0
immeuble,64,67295,Manouba,peinture,peinture_murale,LocalPaint,77.89,2,34,11,856.79,42.41
renovation,57,20000,Jendouba,quincaillerie,clou,Fischer,0.21,3,66,107,22.47,79.78
maison,190,122584,Gafsa,maconnerie,sable,LocalSand,28.74,3,68,32,919.68,77.53
maison,217,98534,Monastir,maconnerie,parpaing,LocalBlock,2.96,2,33,352,1041.92,49.6
maison,170,145485,Gabes,electricite,disjoncteur,Legrand,44.0,4,89,1,44.0,100.0
maison,249,162643,Jendouba,isolation,laine_roche,Rockwool,44.06,5,48,248,10926.88,100.0
immeuble,145,190553,Kef,etancheite,membrane_etanche,Bostik,17.23,4,65,157,2705.11,97.78
maison,405,269796,Zaghouan,electricite,cable,LocalCable,3.05,5,83,775,2363.75,100.0
maison,101,88705,Beja,plomberie,siphon,Wirquin,6.12,3,66,6,36.72,79.19
immeuble,440,300000,Sousse,revetement,faience,SOTEMAIL,49.22,5,67,515,25348.3,100.0
immeuble,59,68353,Beja,plomberie,tuyau,Pipelife,7.62,3,50,36,274.32,74.24
renovation,131,80100,Kairouan,etancheite,hydrofuge,LocalHyd,36.79,2,29,3,110.37,45.02
renovation,330,111610,Kef,electricite,disjoncteur,Schneider,72.01,4,77,3,216.03,95.9
immeuble,222,173715,Kairouan,revetement,carrelage,CarrelagePro,51.12,4,66,184,9406.08,94.69
renovation,403,167895,Jendouba,peinture,peinture_murale,Ripolin,136.08,3,52,76,10342.08,61.99
immeuble,348,274505,Kasserine,maconnerie,gravier,CarriereNabeul,43.75,5,71,98,4287.5,100.0
immeuble,183,181534,Tozeur,maconnerie,ciment,LocalCement,19.21,4,51,84,1613.64,93.38
immeuble,444,300000,Jendouba,revetement,gres,SOTEMAIL,56.13,4,71,509,28570.17,95.69
renovation,456,213378,Mahdia,peinture,enduit,Weber,37.14,4,63,37,1374.18,95.19
immeuble,290,300000,Monastir,isolation,polystyrene,LocalPoly,15.51,5,82,212,3288.12,100.0
immeuble,335,212797,Medenine,electricite,disjoncteur,Siemens,57.54,3,43,3,172.62,67.15
renovation,256,99257,Tunis,electricite,interrupteur,Schneider,11.11,4,76,41,455.51,100.0
renovation,263,182979,Sfax,etancheite,bitume,LocalBitume,55.26,4,55,7,386.82,90.97
maison,358,146618,Ariana,electricite,prise,LocalElec,7.73,3,68,77,595.21,79.63
maison,124,84680,Mahdia,electricite,prise,Schneider,25.13,4,65,30,753.9,96.99
maison,102,63134,Nabeul,quincaillerie,vis,Rawlplug,0.77,3,35,151,116.27,70.42
renovation,99,74637,Tozeur,electricite,disjoncteur,Siemens,34.84,3,50,2,69.68,71.52
maison,465,300000,Sousse,peinture,vernis,Ripolin,34.29,4,63,37,1268.73,95.47
